Export period 28.04.2016 - 28.04.2017
8600655;"Hellerup St.";723997;6181910
8600653;"Nordhavn St.";725584;6179159
8600650;"Østerport St.";725482;6177691
8600159;"Ryomgård St.";592665;6249404
8600156;"Hornslet St.";581239;6242552
8600157;"Mørke St.";585078;6244687
8600154;"Skødstrup St. (Aarhus)";580736;6236016
8600155;"Løgten St.";581585;6237592
8600152;"Lystrup St.";576556;6232490
8600153;"Hjortshøj St.";578607;6234033
8600151;"Torsøvej St.";576214;6229603
8600518;"Nyborg St.";614400;6131202
8600512;"Odense St.";587816;6140377
8600511;"Holmstrup St.";580641;6135819
8600858;"Københavns Lufthavn St.";729707;6170880
8600856;"Ørestad St.";725284;6170537
8600857;"Tårnby St.";726743;6170771
8600300;"Aulum St.";486906;6235616
8600773;"Glumsø St.";670873;6137440
8600770;"Greve St.";707715;6164402
8600771;"Karlslunde St.";706108;6162662
8600566;"Stenstrup St.";596201;6110493
8600567;"Stenstrup Syd St.";596622;6109237
8600564;"Rudme St.";594645;6117909
8600565;"Kværndrup St.";596753;6115620
8600562;"Pederstrup St.";594387;6127333
8600563;"Ringe St.";594206;6122404
8600560;"Højby Fyn St.";590991;6132472
8600561;"Årslev St.";593077;6129300
8600029;"Arden St.";552560;6292084
8600027;"Skørping St.";554142;6299450
8600020;"Aalborg St.";555643;6322550
8601801;"Emmersbæk St.";558464;6381480
8601802;"Herregårdsparken St.";557923;6370485
8601803;"Hirtshals St.";557521;6383671
8601813;"Horne St.";558009;6379907
8601824;"Lilleheden St.";558372;6382985
8601834;"Sønderby St.";556959;6376206
8601836;"Teglgårdsvej St.";557809;6368959
8601839;"Tornby St.";556844;6377212
8601842;"Vellingshøj St.";558091;6371259
8601843;"Vidstrup St.";556795;6373549
8604102;"Bunken St.";585944;6388414
8604103;"Frederikshavnsvej St.";593139;6399131
8604105;"Hulsig St.";587295;6391752
8604109;"Jerup St.";584861;6377543
8604111;"Napstjært St.";584271;6380031
8604113;"Rimmen St.";586583;6374526
8604115;"Skagen St.";594825;6399087
8604117;"Strandby St. (Frederikshavn)";589342;6372899
8604119;"Ålbæk St.";584186;6384231
683000100;"Vinderup Rtb.";486656;6259878
765100100;"Bjerget (Gl. Aalborgvej / Thisted Kommune)";499688;6329253
765200200;"Frøstrup gl. Station (Thisted Kommune)";499690;6327155
779079100;"Skive Trafikterminal";501560;6268670
787001200;"Gl. Ullerupgaard (Aalborgvej / Thisted Kommune)";486103;6316099
787002600;"Toldbodgade (Thisted)";481188;6312321
787004300;"Thisted Gymnasium (Ringvej / Thisted)";481603;6313502
787009900;"Hvasskrydset (Thisted)";482798;6313074
787079100;"Thisted Station (Bus)";480979;6312177
787101800;"Søndre Øsløsvej  (Aalborgvej / Øsløs)";500302;6320252
787300300;"Vesløs rundkørsel (Aalborgvej / Thisted Komm.)";498236;6321376
787700200;"Østerild Kro (Østerild Byvej / Thisted Kommune)";490800;6320717
801000100;"Arden Station (bus) (Mariagerfjord Kommune)";552546;6292064
801000200;"Rold (Østerled / Mariagerfjord Kommune)";549962;6292385
801000300;"Villestrup (Ardenvej / Mariagerfjord Kommune)";558240;6291261
801000400;"Arden Skole (Arden)";552982;6291441
801000500;"Gandrup (Hobrovej / Mariagerfjord Kommune)";550159;6288810
801000600;"Hedegårde (Hedegårdevej / Mariagerfjord Komm.)";559043;6286393
801000800;"Valsgård/Engbrynet (Hovedgaden / Valsgård )";552260;6281351
801001000;"Høndrup (Høndrupgaardevej / Mariagerfjord)";548742;6283559
801001500;"Stenstrupvej (Hobrovej / Mariagerfjord Kommune)";550552;6286355
801001700;"Hjedsvej (Hobrovej / Mariagerfjord Kommune)";550246;6283046
801001800;"Rockwool (Rockwoolvej / Mariagerfjord Komm.)";551443;6286336
801002100;"Kielstrupvej (Ouevej / Mariagerfjord Kommune)";556058;6282820
801050200;"St. Ardenvej (Mariagerfjord Kommune)";554120;6291524
801050300;"Lilleardenvej (Mariagerfjord Kommune)";556390;6291203
801100100;"Vebbestrup (Kirkevej / Mariagerfjord Kommune)";550337;6287125
801100200;"Øster Doense (Mariagerfjord Kommune)";551393;6285410
801100300;"Oue (Borgervej / Mariagerfjord Kommune)";559681;6283707
801100400;"Rostrup (Rostrup Byvej / Mariagerfjord Kommune)";557073;6287831
801100500;"Kielstrup (Kjelstrupvej / Mariagerfjord Kommune)";556404;6281822
801100600;"Vebbestrup Skole (Mariagerfjord Kommune)";550167;6287151
801150200;"Ulstrupvej (Hobrovej / Mariagerfjord Kommune)";549540;6280730
801150300;"Barsbøl (Ouegaardvej / Mariagerfjord Kommune)";561795;6283813
801200100;"Astrup (Mariagerfjord Kommune)";559995;6291858
801200200;"Tisted (Mariagerfjord Kommune)";562935;6293001
801200300;"Redsø (Ouevej / Mariagerfjord Kommune)";553926;6282086
801200400;"Monstrup (Rostrupvej / Mariagerfjord Kommune)";554233;6284744
801200500;"Houtved (Mariagerfjord Kommune)";558494;6282070
803000100;"Brovst Busterminal (Jammerbugt kommune)";531599;6328256
803000200;"Bratbjerg (Østbakken / Jammerbugt Kommune)";529763;6332340
803000400;"Halvrimmen Gl. Station (Banevej / Jammerbugt K.)";535639;6329890
803000500;"Langeslund Kirke (Arentsminde / Jammerbugt Km.)";537773;6331152
803000600;"Skovsgård Hotel (Hovedgaden / Jammerbugt K.)";529457;6327428
803000700;"Skovsgård Skole (Hovedgaden / Jammerbugt)";529434;6326890
803000800;"Enebærvænget (Kirkegade / Brovst)";531913;6327647
803000900;"Udholmvej (Sandmosevej / Jammerbugt Komm.)";534787;6335627
803001000;"Tranum Engvej (Udholmvej / Jammerbugt Komm.)";535018;6333995
803001100;"Strandvejen (Vestkystvejen / Jammerbugt Komm.)";527457;6333646
803001200;"Tranum Skole (Margrethegårdsvej / Jammerbugt)";528123;6332230
803001300;"Mellemmølle (Bonderupvej / Jammerbugt Komm.)";525767;6329679
803001400;"Janum Mølle (Janumvej / Jammerbugt Kommune)";527086;6329649
803001500;"Nesgårdsvej (Janumvej / Jammerbugt Kommune)";528224;6328778
803001600;"Øster Svenstrup (Janumvej / Jammerbugt Komm.)";528632;6328599
803001700;"Nørre Skovsgård (Jammerbugt Kommune)";529545;6329927
803001800;"Ny Skovsgård (Nr Skovgaard / Jammerbugt Kom.)";529655;6328400
803002000;"Vestkystvejen (Sandmosevej / Jammerbugt Komm)";528851;6336011
803002200;"Krobakken (Ny Skovsgård / Jammerbugt)";529607;6328107
803002300;"Tranhøj (Tranum / Jammerbugt Kommune)";528041;6332154
803100500;"Torslev (Aggersundvej / Jammerbugt Kommune)";529369;6325690
803100600;"Østerby (Østerbyvej / Jammerbugt Kommune)";536923;6323959
803100900;"Stagstedvej (Jammerbugt Kommune)";523826;6328999
803101000;"Lerup Kirke (Fosdalvej / Jammerbugt Kommune)";525413;6331457
805000100;"Brønderslev Busterminal";556925;6347790
805000200;"Serritslev (Slåenvej / Brønderslev Kommune)";558755;6352696
805000300;"Thise (Brønderslev Kommune)";548369;6350687
805000400;"Manna (Brønderslev Kommune)";549078;6349315
805000500;"Ø. Hjermitslev Kirke (Brønderslev Kommune)";552326;6348736
805000700;"Ø. Brønderslev Skole (Brønderslev Kommune)";560640;6345519
805000800;"Ålstrup (Brønderslev Kommune)";561798;6348992
805000900;"Klæstrup (Brønderslev Kommune)";563569;6349236
805001000;"Toftegårdsskolen (Tunøgade / Jerslev)";565885;6349339
805001200;"Sterupvej (Brønderslev Kommune)";566357;6350989
805001300;"Mylund (Mylundsvej / Brønderslev Kommune)";570315;6353676
805001500;"Oustrupmøllevej (Brønderslev Kommune)";571576;6353229
805001700;"Mylund Kirke (Mylundvej / Brønderslev Kommune)";570773;6353854
805001900;"Tolstrup (Løkkenvej / Brønderslev Kommune)";554608;6351569
805002000;"Brødholtvej (Brønderslev Kommune)";567412;6353447
805002100;"Torvegade (Bredgade / Brønderslev)";557199;6347758
805002200;"Eventyrvej (Markedsvej / Brønderslev)";558270;6348050
805002400;"Gymnasiet Nordens Allé (Brønderslev)";556649;6348888
805002500;"Ungdomsskolen (Nordens Allé / Brønderslev)";556770;6348438
805002600;"Lykke-Peers Vej (H C Andersens Alle/Brønderslev)";558167;6348377
805002700;"Krattetvej  (Brønderslev Kommune)";569504;6353382
805010000;"Hedelund (Brønderslev)";557109;6348309
805010100;"Brønderslev Sygehus";557301;6348692
805010200;"Hedegårdsskolen (Brønderslev)";556761;6349103
805010300;"Haraldsgade (Brønderslev)";557447;6348840
805010400;"Bjarkesgade (Brønderslev)";557635;6348945
805010500;"Skjoldsgade (Brønderslev)";557899;6348843
805010600;"Frodesgade  (Dannebrogsgade / Brønderslev)";557951;6348664
805010800;"Olufsgade (Dannebrogsgade / Brønderslev)";557814;6348469
805011000;"Kvækvej (H C Andersens Alle / Brønderslev)";558266;6348550
805011100;"Liden Kirstens Vej  (Brønderslev)";558357;6348499
805011300;"Rømersvej (Markedsvej / Brønderslev)";557938;6348284
805011400;"Friluftsbadet (Brønderslev)";558206;6347784
805011500;"Åkjærsgade (Bredgade / Brønderslev)";558121;6347582
805011600;"Niels Bohrs Plads (Brønderslev)";557917;6347885
805011700;"Stadion (Brønderslev)";557703;6348011
805011800;"Smalbyvej (Brønderslev)";557554;6347875
805012000;"Skolegade (Bredgade / Brønderslev)";557401;6347702
805012100;"Gl. Rådhusplads (Brønderslev)";557204;6347908
805012200;"Sverigesvej (Parkvej / Brønderslev)";556599;6348085
805012300;"Parallelvej (Parkvej / Brønderslev)";556762;6348390
805012400;"Brønderslev Gymnasium";556812;6348902
805012500;"Tolstrupvej (Brønderslev)";556918;6349320
805012600;"Nygårdsvej (Brønderslev)";557191;6348993
805012700;"Norgesvej (Vestergade / Brønderslev)";556451;6347978
805012800;"Spangbro (Vestergade / Brønderslev)";556142;6348144
805012900;"Limfjordsvej (Agdrupvej / Brønderslev)";555799;6348543
805013000;"Nordsøvej (Agdrupvej / Brønderslev)";555859;6348828
805013100;"Niels W Gades Kvt. (Brønderslev)";555448;6347629
805013400;"Kiropraktorcentret (Brønderslev)";555917;6348017
805013500;"Plejehjemmet (Brønderslev)";555871;6347762
805013600;"Georg Rygårds Kvt. (Brønderslev)";555494;6347381
805013700;"Engparken (Brønderslev)";555813;6347456
805013900;"Slagterigade (Algade / Brønderslev)";557271;6347464
805014000;"Idrætsvej (Agdrupvej / Brønderslev)";556119;6349221
805014200;"Spejlborgvej (Jyllandsgade / Brønderslev)";557368;6347114
805014300;"Fynsgade (Brønderslev)";556981;6347243
805014500;"Søndergade skole (Brønderslev)";556758;6347385
805014600;"Søndergade (Brønderslev)";556653;6347183
805014700;"Ørnevej (Brønderslev)";556443;6347137
805014800;"Havørnens Vænge (Brønderslev)";556252;6347246
805015400;"Østergade (Brønderslev)";557670;6346975
805015600;"Jyllandsgade (Østergade / Brønderslev)";557313;6347200
805015700;"Ejnar Mikkelsens Vej (Østergade / Brønderslev)";557100;6347444
805016500;"Søparken (Brønderslev)";556322;6347650
805016700;"Otto Mallings Kvt. (Brønderslev)";555379;6347771
805016900;"St Blichersgade (Brønderslev)";557468;6347195
805020100;"Thise Skole (Brønderslev Kommune)";548994;6349758
805020200;"Vrenstedvej (Brønderslev Kommune)";549050;6351603
805020300;"Filholm (Brønderslev Kommune)";550928;6351661
805020400;"Brunbakkevej (Brønderslev Kommune)";550922;6350408
805020600;"Dyrehaven (Brønderslev Kommune)";547781;6345882
805020800;"Grishøjgårdsvej (Brønderslev Kommune)";553495;6344478
805020900;"Vildmosevej (Brønderslev Kommune)";554028;6343697
805021000;"Taffelgårdsvej (Brønderslev Kommune)";551539;6343416
805021100;"Manne Mosevej (Brønderslev Kommune)";550525;6346287
805021200;"Stavadvej (Brønderslev Kommune)";546933;6347286
805021300;"Byvasen (Brønderslev Kommune)";547895;6349324
805030100;"Serritslevvej (Brønderslev Kommune)";559728;6353141
805030200;"Flyvbjergvej (Serritslevvej / Brønderslev Komm.)";564744;6352292
805030300;"Hvidbakvej (Brønderslev Kommune)";560948;6352428
805030400;"Hjelmstedvej (Brønderslev Kommune)";559899;6352016
805030500;"Stadevej (Brønderslev Kommune)";558955;6351913
805030600;"Holtevej (Brønderslev Kommune)";555984;6353574
805030700;"Kalumvej (Brønderslev Kommune)";557814;6353447
805050100;"Bøgen (Brønderslev Kommune)";560277;6348405
805050200;"Nejst (Aalborgvej / Brønderslev Kommune)";558198;6341976
805050300;"Ø. Brønderslev Vej (Aalborgvej / Brønderslev Kom)";558372;6345870
805080400;"Psykiatrisk Sygehus (Brønderslev)";558591;6349624
805100100;"Ørumvej (Hallund)";566569;6344636
805100200;"Stenum (Brønderslev Kommune)";552135;6353485
805100300;"Hollensted (Brønderslev Kommune)";564685;6342396
805100400;"Ø. Linderup (Brønderslev Kommune)";564148;6345509
805100500;"Kraghedevej (Brønderslev Kommune)";559248;6341321
805100600;"Flyvbjergvej (Brønderslev)";565395;6351195
805100700;"Dybvadvej (Brønderslev Kommune)";571310;6348794
805100800;"Hvilshøj (Brønderslev Kommune)";562677;6342704
805100900;"Engvej (Aalborgvej / Brønderslev)";558276;6343536
805101300;"Peter Heises Kvt. (Brønderslev)";555388;6347939
805101400;"Kirkholt (Brønderslev Kommune)";570102;6351940
805114900;"Julsøparken (Brønderslev)";556214;6347416
805130200;"Risholmvej (Brønderslev Kommune)";563137;6350837
805130600;"Smerstedvej (Brønderslev Kommune)";558034;6354764
805130700;"Skagensvej (Brønderslev)";561233;6349615
805150300;"Viadukten (Brønderslev Kommune)";555862;6350994
805200100;"Jerslev (Voldgade / Brønderslev Kommune)";565802;6349515
805200200;"Hellum (Brønderslev Kommune)";570299;6348071
805200300;"Birkmosevej (Brønderslev Kommune)";568248;6349830
805200400;"Skarvadvej (Brønderslev Kommune)";562229;6340363
805200500;"Mustedvej  (Birkmosevej / Brønderslev Kommune)";570340;6350111
805200900;"Meldkærvej (Brønderslev Kommune)";571039;6347056
805300100;"Tolstrup Mejeriby (Brønderslev Kommune)";553832;6352439
805300200;"Enighedsvej (Brønderslev Kommune)";560021;6340686
805300400;"Sterup (Brønderslev Kommune)";566556;6352858
805300500;"Abildgårdsvej (Brønderslev)";565769;6353096
805400100;"Ø. Brønderslev (Brønderslev Kommune)";560182;6345522
807000100;"Hjallerup Busterminal";569235;6336674
807000200;"Ravnstrup (Brønderslev Kommune)";566326;6337653
807000300;"V. Idskov (Brønderslev Kommune)";580308;6347566
807000400;"Try (Brønderslev Kommune)";574142;6333761
807000500;"Rørholt (Brønderslev Kommune)";577303;6332371
807000600;"Dronninglund Gymnasium (Brønderslev Kommune)";577347;6335152
807000700;"Grønnegade (Hjallerup)";568193;6336867
807000800;"Gerå (Brønderslev Kommune)";583378;6331677
807000900;"Hylholtvej (Brønderslev Kommune)";579276;6331191
807001000;"Melholt (Brønderslev Kommune)";582680;6329849
807001100;"Stagsted (Brønderslev Kommune)";571958;6335469
807001300;"Katholm II (Brønderslev Kommune)";570906;6339011
807001400;"Katholm I (Aalborgvej / Brønderslev Kommune)";570754;6339054
807001500;"Landvadhøj (Aalborgvej / Brønderslev Kommune)";572836;6341502
807001600;"Dannerhøj (Brønderslev Kommune)";574226;6343649
807001700;"Flauenskjold Vandværk (Aalborgvej)";576172;6344939
807001800;"Skindbjerg (Brønderslev Kommune)";573972;6342781
807001900;"Allerup (Brønderslev Kommune)";571988;6343645
807002000;"Kirkegård (Brønderslev Kommune)";569162;6343831
807002100;"Lundagergård (Brønderslev Kommune)";566747;6341664
807002200;"Gammelkirke (Brønderslev Kommune)";573482;6337790
807002400;"Ulvebakkevej (Brønderslev Kommune)";580272;6331913
807002700;"Volskov Bro (Aalborg Kommune)";582157;6327717
807002900;"Holmgårdsvej (Brønderslev Kommune)";571237;6345144
807003000;"Thorup (Brønderslev Kommune)";574165;6338658
807050200;"Kibsgårdvej (Asåvej / Brønderslev Kommune)";581994;6335292
807100100;"Ingeborg Skeels Vej (Ålborgvej / Flauenskjold)";577535;6345883
807100200;"Hellevadlund (Klokkerholm / Brønderslev Komm.)";569660;6341193
807100300;"Ørum (Dronninglund)";566763;6339180
807100400;"Dorf (Brønderslev Kommune)";578878;6343091
807100500;"Jordbroen (Dorfvej /Brønderslev Kommune)";579187;6340628
807100600;"Voersåvej (Dronninglundvej / Agersted)";583476;6340114
807100800;"Trøgdrup (Brønderslev Kommune)";568572;6338846
807100900;"Hjallerup Skole";569623;6336477
807101100;"Klokkerholm Skole (Brønderslev Kommune)";569838;6341106
807101200;"Hornshøj (Brønderslev Kommune)";570041;6338382
807101400;"Rosenby (Brønderslev Kommune)";573692;6336510
807101500;"Vr. Melholt (Brønderslev Kommune)";580685;6330690
807101800;"Kærsgårde (Brønderslev Kommune)";570942;6334862
807102300;"Bjørnlund gl. skole (Aalborgvej / Brønderslev Km.)";573234;6341882
807200100;"Dronninglund Busterminal";578369;6336046
807200200;"Østerled (Geråvej / Brønderslev Kommune)";579852;6333064
807200300;"Ørsø gl. købmand (Ørsøvej / Brønderslev Komm.)";580406;6337842
807200400;"Ørum Vestermark (Hjallerup)";564524;6339711
807200500;"Kraghedegård (Brønderslev Kommune)";564112;6338561
807200600;"Flauenskjold Skole (Brønderslev Kommune)";578107;6345738
807200800;"Fredensgade (Slotsgade / Dronninglund)";577879;6335859
807201300;"Tolstrup (Tolstrupvej / Brønderslev Kommune)";572085;6338350
807201500;"Sudergårde (Brønderslev Kommune)";571275;6336814
807202700;"Fruensbøge (Storskovvej / Brønderslev Kommune)";577085;6340743
807211100;"Asylcenter Dronninglund (Brønderslev Kommune)";578040;6336150
807300100;"Asaa Torv (Sæbyvej / Brønderslev Kommune)";584984;6334807
807300200;"Idskov (Idskovvej / Brønderslev Kommune)";581710;6347337
807300300;"Dorf Kirke (Brønderslev Kommune)";577721;6343245
807300600;"Mosegårdsvej (Brønderslev Kommune)";564194;6336498
809000100;"Farsø Busterminal";520705;6292061
809000200;"Vester Hornum Kirke (Hovedgaden / V.Hornum)";522014;6298453
809000300;"Fandrup (Borgergade / Vesthimm. Komm.)";518468;6291020
809000400;"Hyllebjerg (Bjørnsholmvej /Vesthimmerland Komm)";517778;6299376
809000500;"Ertebølle (Gl. Møllevej / Vesthimm. Komm.)";510975;6296592
809000600;"Strandby Centrum (Løgstørvej / Vesthimm. Komm.)";513217;6294017
809000700;"Lovns Alstrup Skole (Hesselvej / Vesthimmerland)";512524;6283056
809000800;"Hestbæk (Hestbækvej / Vesthimm. Komm.)";514764;6286168
809000900;"Vannerup (Hornumvej / Vesthimm. Komm.)";521398;6294268
809001000;"Grønnerup (Grønnerupvej / Vesthimm. Komm.)";514843;6291329
809001400;"Vester Hornum Skole (Hovedgaden / Vesthimm.)";521984;6299425
809001500;"Tinghusene (Tinghusvej / Vesthimm. Komm.)";516723;6285777
809001600;"Hyllebjerg  (Østergårdsvej / Vesthimm. Komm.)";517780;6299049
809050100;"Svoldrup (Svoldrupvej / Vesthimm. Komm.)";522887;6291048
809050300;"Industrivej (Søndergade / Farsø)";520659;6291201
809080100;"Tranemosevej (Holmegårdsvej/Vesthimm. Komm.)";519449;6298186
809100100;"Hvalpsund (Sundvej / Vesthimm. Komm.)";512171;6284136
809100200;"Ullits (Nibevej / Vesthimm. Komm.)";517715;6286990
809100300;"Flejsborg (V. Hornumvej / Vesthimm. Komm.)";520578;6301982
